1, 0.887996, 99
2, 0.908537, 99
3, 0.044487, 99
4, 0.056531, 99
5, 0.036100, 99
6, 0.025546, 99
7, 0.022388, 99
8, 0.063038, 99
9, 0.036568, 99
10, 0.038467, 99
11, 0.023284, 99
12, 0.012531, 99
13, 0.050805, 99
14, 0.045257, 99
15, 0.034455, 99
16, 0.050755, 99
17, 0.017729, 99
18, 0.027572, 99
19, 0.013067, 99
20, 0.004898, 99
21, 0.035151, 99
22, 0.032738, 99
23, 0.051434, 99
24, 0.029722, 99
25, 0.027694, 99
26, 0.034670, 99
27, 0.044672, 99
28, 0.060721, 99
29, 0.038397, 99
30, 0.027275, 99
1, 0.055894, 99
2, 0.044898, 99
3, 0.917579, 99
4, 0.827437, 99
5, 0.052766, 99
6, 0.035774, 99
7, -0.004311, 99
8, 0.012235, 99
9, 0.010467, 99
10, 0.035554, 99
11, 0.028586, 99
12, 0.000513, 99
13, 0.043889, 99
14, 0.000428, 99
15, 0.012418, 99
16, 0.025444, 99
17, 0.032768, 99
18, 0.010863, 99
19, -0.000786, 99
20, 0.009197, 99
21, 0.039230, 99
22, 0.029085, 99
23, 0.033028, 99
24, 0.047793, 99
25, 0.056308, 99
26, 0.031143, 99
27, 0.028978, 99
28, 0.034125, 99
29, 0.034128, 99
30, 0.060122, 99
1, 0.029444, 99
2, 0.031425, 99
3, 0.006586, 99
4, 0.048464, 99
5, 0.842221, 99
6, 0.888526, 99
7, 0.033360, 99
8, 0.027806, 99
9, 0.062486, 99
10, 0.023997, 99
11, 0.043178, 99
12, 0.058673, 99
13, 0.046815, 99
14, 0.025960, 99
15, 0.019718, 99
16, 0.016018, 99
17, 0.010588, 99
18, 0.023056, 99
19, 0.016235, 99
20, 0.031097, 99
21, 0.022525, 99
22, 0.042823, 99
23, 0.011605, 99
24, 0.009820, 99
25, 0.014831, 99
26, 0.012615, 99
27, 0.009783, 99
28, 0.031437, 99
29, 0.021829, 99
30, 0.015170, 99
1, 0.054735, 99
2, 0.055448, 99
3, 0.011631, 99
