1, 0.944553, 14
2, 0.916196, 99
3, 0.909567, 99
4, -0.009045, 99
5, 0.024625, 99
6, -0.009163, 99
7, 0.017700, 99
8, 0.058558, 99
9, 0.030012, 99
10, 0.028835, 99
11, -0.005059, 99
12, 0.005024, 99
13, 0.046177, 99
14, 0.037487, 55
15, 0.032363, 99
16, 0.046436, 99
17, 0.017647, 99
18, 0.041427, 99
19, 0.011697, 99
20, -0.000925, 99
21, 0.031233, 99
22, 0.030535, 99
23, 0.046241, 99
24, 0.024676, 99
25, 0.023576, 99
26, 0.024117, 99
27, 0.037729, 99
28, 0.053330, 99
29, 0.034192, 99
30, 0.032130, 99
31, 0.053501, 99
32, 0.042944, 99
33, 0.016740, 99
34, 0.023059, 99
35, 0.012501, 99
36, -0.002396, 99
37, 0.047110, 99
38, 0.014106, 99
39, 0.026217, 99
40, 0.050898, 99
41, 0.030256, 99
42, 0.030558, 99
43, 0.030141, 99
44, 0.015585, 99
45, 0.028310, 99
46, 0.058979, 99
47, 0.004952, 99
48, 0.030318, 99
49, 0.013105, 99
50, 0.011436, 99
1, 0.045557, 43
2, 0.059732, 43
3, 0.013148, 47
4, 0.037238, 99
5, 0.059654, 99
6, 0.931223, 16
7, 0.926178, 41
8, 0.927241, 43
9, 0.906146, 99
10, 0.935763, 32
11, 0.019676, 44
12, 0.047812, 53
13, 0.092983, 42
14, 0.057763, 99
15, 0.048387, 46
16, 0.038856, 45
17, 0.032283, 47
18, 0.039290, 47
19, 0.040956, 47
20, -0.003167, 52
21, 0.042807, 54
22, 0.031138, 48
23, 0.076001, 99
24, 0.032095, 44
25, 0.070428, 50
26, 0.039004, 44
27, 0.037050, 47
28, 0.046935, 47
29, 0.048883, 43
30, 0.060026, 44
31, 0.067362, 45
32, 0.065868, 42
33, 0.024198, 46
34, 0.068064, 43
35, 0.028612, 49
36, 0.011594, 53
37, 0.057398, 45
38, 0.017769, 43
39, 0.016905, 48
40, 0.024467, 45
41, 0.040260, 49
42, 0.051391, 47
43, 0.051464, 43
44, 0.042796, 43
45, 0.035105, 44
46, 0.026601, 45
47, -0.003459, 47
48, 0.078082, 40
49, 0.028007, 45
50, 0.016362, 45
1, 0.040432, 43
2, 0.047834, 43
3, 0.039497, 41
4, 0.022036, 43
5, 0.051711, 44
6, 0.018761, 46
7, 0.055378, 41
8, 0.092218, 38
9, 0.049144, 46
10, 0.031465, 43
11, 0.926107, 17
12, 0.927515, 19
13, 0.929676, 35
14, 0.922165, 36
15, 0.935718, 34
16, 0.034185, 41
17, 0.036734, 39
18, 0.069695, 41
19, 0.057113, 45
20, 0.005313, 51
21, 0.072316, 39
22, 0.050298, 37
23, 0.050396, 54
24, 0.046483, 52
25, 0.069709, 38
26, 0.011903, 49
27, 0.039201, 41
28, 0.035500, 55
29, 0.016069, 48
30, 0.068466, 38
31, 0.070565, 46
32, 0.074118, 38
33, 0.029378, 46
34, 0.085037, 36
35, 0.042221, 40
36, 0.041621, 36
37, 0.035366, 45
38, 0.024743, 42
39, 0.014500, 48
40, 0.041876, 37
41, 0.058528, 46
42, 0.059056, 42
43, 0.096890, 37
44, 0.031754, 39
45, 0.052950, 42
46, 0.057551, 35
47, -0.007949, 55
48, 0.063121, 38
49, 0.039708, 40
50, 0.017170, 41
1, 0.044229, 99
2, 0.028364, 99
3, 0.029089, 36
4, 0.027560, 99
5, 0.003627, 99
6, 0.020402, 99
7, 0.076479, 31
8, 0.038780, 99
9, 0.036006, 99
10, 0.048088, 99
11, 0.047184, 99
12, 0.056562, 38
13, 0.036935, 99
14, 0.066542, 33
15, 0.071279, 99
16, 0.923270, 99
17, 0.941104, 33
18, 0.949641, 99
19, 0.934076, 34
20, 0.931648, 20
21, 0.052363, 99
22, 0.037677, 99
23, 0.034716, 99
24, 0.012488, 99
25, 0.049343, 37
26, 0.072784, 33
27, 0.052650, 99
28, 0.045144, 32
29, 0.047548, 34
30, 0.056926, 99
31, 0.053632, 99
32, 0.086027, 35
33, 0.050287, 35
34, 0.042854, 99
35, 0.033023, 99
36, 0.013840, 99
37, 0.038494, 99
38, 0.029043, 99
39, -0.010161, 99
40, 0.003402, 99
41, 0.053338, 99
42, 0.039437, 99
