1, 0.120126, 99
2, 0.137051, 99
3, 0.067991, 99
4, 0.091781, 99
5, 0.140321, 99
6, 0.090273, 99
7, 0.183040, 99
8, 0.272404, 99
9, 0.260288, 99
10, 0.029534, 99
11, 0.016604, 99
12, 0.030983, 99
13, 0.058016, 99
14, 0.036642, 99
15, 0.038742, 99
16, 0.029244, 99
17, 0.024609, 99
18, 0.038760, 99
19, 0.036970, 99
20, 0.010914, 99
21, 0.032948, 99
22, 0.031357, 99
23, 0.040465, 99
24, 0.026146, 99
25, 0.032390, 99
26, 0.026924, 99
27, 0.029013, 99
28, 0.043425, 99
29, 0.022467, 99
30, 0.041476, 99
31, 0.053418, 99
32, 0.044483, 99
33, 0.021824, 99
34, 0.036793, 99
35, 0.023232, 99
36, 0.011847, 99
37, 0.042687, 99
38, 0.017395, 99
39, 0.016351, 99
40, 0.012899, 99
41, 0.027120, 99
42, 0.032415, 99
43, 0.039444, 99
44, 0.031194, 99
45, 0.026472, 99
46, 0.026709, 99
47, 0.009500, 99
48, 0.044550, 99
49, 0.017195, 99
50, 0.012317, 99
51, 0.000165, 99
52, 0.012888, 99
53, 0.009873, 99
54, 0.020069, 99
55, 0.022923, 99
56, 0.042258, 99
57, 0.031386, 99
58, 0.023299, 99
59, 0.014397, 99
60, 0.028158, 99
61, 0.028594, 99
62, 0.017056, 99
63, 0.037610, 99
64, 0.015293, 99
65, 0.027123, 99
66, 0.011249, 99
67, 0.047711, 99
68, 0.015455, 99
69, 0.021772, 99
70, 0.029745, 99
71, 0.014234, 99
72, 0.016030, 99
73, 0.018809, 99
74, 0.026338, 99
75, 0.031010, 99
76, 0.029068, 99
77, 0.037912, 99
78, 0.021453, 99
79, 0.051580, 99
80, 0.045458, 99
81, 0.031267, 99
82, 0.036781, 99
83, 0.033766, 99
84, 0.014775, 99
85, 0.025124, 99
86, 0.027332, 99
87, 0.026787, 99
88, 0.019566, 99
89, 0.027500, 99
90, 0.034826, 99
91, 0.026564, 99
92, 0.034505, 99
93, 0.036993, 99
94, 0.028707, 99
95, 0.029380, 99
96, 0.024490, 99
97, 0.040578, 99
98, 0.014743, 99
99, 0.035579, 99
100, 0.031737, 99
101, 0.035513, 99
102, 0.044427, 99
103, 0.041860, 99
104, 0.044391, 99
105, 0.046618, 99
106, 0.037677, 99
107, 0.039366, 99
108, 0.036621, 99
109, 0.019704, 99
110, 0.062203, 99
111, 0.027100, 99
112, 0.036892, 99
113, 0.015510, 99
114, 0.022818, 99
115, 0.033469, 99
116, 0.033325, 99
117, 0.042291, 99
118, 0.032887, 99
119, 0.041362, 99
120, 0.027336, 99
121, 0.017072, 99
122, 0.030305, 99
123, 0.043670, 99
124, 0.037188, 99
125, 0.023061, 99
126, 0.033232, 99
127, 0.025962, 99
128, 0.028616, 99
129, 0.036732, 99
130, 0.050218, 99
131, 0.029347, 99
132, 0.031847, 99
133, 0.036634, 99
134, 0.035681, 99
135, 0.044254, 99
